ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10207,1.4278844679628335,-1.8263391255050054,4,-0.6840524002501378,2003-12-09,Shipped,4,12,2003,Classic Cars,-1.087971328008464,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,Desconocido,Boston,MA,51003,USA,Desconocido,Franco,Valarie,Small
10220,-0.9335803975582769,-1.3677532252550721,8,-1.1382160466276805,2004-02-12,Shipped,1,2,2004,Classic Cars,-1.087971328008464,S24_1444,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,Desconocido,2,Ireland,EMEA,Cassidy,Dean,Small
10230,0.09314345701611873,-1.454016951356141,6,-0.8677574573661196,2004-03-15,Shipped,1,3,2004,Classic Cars,-1.087971328008464,S24_1444,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Desconocido,Frankfurt,Desconocido,60528,Germany,EMEA,Keitel,Roland,Small
10246,0.9145225406756355,-1.5397849089163984,2,-0.6730724527039208,2004-05-05,Shipped,2,5,2004,Classic Cars,-1.087971328008464,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10259,-0.728235626643398,-1.8263391255050054,1,-1.2179645677274533,2004-06-15,Shipped,2,6,2004,Classic Cars,-1.087971328008464,S24_1444,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Desconocido,69045,Singapore,APAC,Victorino,Wendy,Small
10271,1.0171949261330746,-0.9379219003721623,2,-0.34785531198041625,2004-07-20,Shipped,3,7,2004,Classic Cars,-1.087971328008464,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10282,-0.6255632411859583,-1.8263391255050054,11,-1.192540178799962,2004-08-20,Shipped,3,8,2004,Classic Cars,-1.087971328008464,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10292,0.5038329988458771,-1.4827715267231638,5,-0.7623456167295416,2004-09-08,Shipped,3,9,2004,Classic Cars,-1.087971328008464,S24_1444,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Small
10305,1.0171949261330746,-1.0811990086664653,2,-0.41847559775615806,2004-10-13,Shipped,4,10,2004,Classic Cars,-1.087971328008464,S24_1444,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Desconocido,Cambridge,MA,51247,USA,Desconocido,Hernandez,Marta,Small
10314,0.9145225406756355,-1.5110303335493755,11,-0.6592144773636908,2004-10-22,Shipped,4,10,2004,Classic Cars,-1.087971328008464,S24_1444,Heintze Collectables,86 21 3555,Smagsloget 45,Desconocido,Aaarhus,Desconocido,8200,Denmark,EMEA,Ibsen,Palle,Small
10324,-1.0362527830157167,-0.718792205333816,14,-0.9909587679143728,2004-11-05,Shipped,4,11,2004,Classic Cars,-1.087971328008464,S24_1444,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Desconocido,Frick,Michael,Small
10336,1.0171949261330746,0.8101579745265014,4,1.3133097492773447,2004-11-20,Shipped,4,11,2004,Classic Cars,-1.087971328008464,S24_1444,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Desconocido,Paris,Desconocido,75012,France,EMEA,Bertrand,Marie,Medium
10349,1.3252120825053932,-1.7975845501379826,4,-0.694358997897378,2004-12-01,Shipped,4,12,2004,Classic Cars,-1.087971328008464,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Desconocido,Young,Jeff,Small
10358,0.9145225406756355,-1.135237779614836,14,-0.47810507550344145,2004-12-10,Shipped,4,12,2004,Classic Cars,-1.087971328008464,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10371,-1.0362527830157167,0.6748131628851693,12,-0.6093485731515695,2005-01-23,Shipped,1,1,2005,Classic Cars,-1.087971328008464,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10383,-1.3442699393880353,0.40164469689845356,2,-0.8336338221631392,2005-02-22,Shipped,1,2,2005,Classic Cars,-1.087971328008464,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10394,-0.4202184702710794,-1.6543074418436792,2,-1.083278297208751,2005-03-15,Shipped,1,3,2005,Classic Cars,-1.087971328008464,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10412,-1.4469423248454751,-1.5397849089163984,2,-1.330023023495866,2005-05-03,Shipped,2,5,2005,Classic Cars,-1.087971328008464,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10425,2.043918780707471,-1.8263391255050054,1,-0.5315060666851906,2005-05-31,In Process,2,5,2005,Classic Cars,-1.087971328008464,S24_1444,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Small
10107,-1.0362527830157167,0.8101579745265014,3,-0.3845365907512841,2003-02-24,Shipped,1,2,2003,Motorcycles,0.2808418723515924,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Small
10120,-0.009528928441320991,0.7134831090684075,1,-0.06632446107358528,2003-04-29,Shipped,2,4,2003,Motorcycles,0.2808418723515924,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10134,-0.009528928441320991,0.48989149716276487,3,-0.15204081716509527,2003-07-01,Shipped,3,7,2003,Motorcycles,0.2808418723515924,S24_1578,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Desconocido,Paris,Desconocido,75508,France,EMEA,Da Cunha,Daniel,Medium
10145,0.8118501552181958,0.6019351873859913,7,0.30708606959684015,2003-08-25,Shipped,3,8,2003,Motorcycles,0.2808418723515924,S24_1578,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Desconocido,Pasadena,CA,90003,USA,Desconocido,Young,Julie,Medium
10159,0.9145225406756355,0.8101579745265014,15,0.9784159188766106,2003-10-10,Shipped,4,10,2003,Motorcycles,0.2808418723515924,S24_1578,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Medium
10168,1.5305568534202727,0.8101579745265014,2,1.1911836264710063,2003-10-28,Shipped,4,10,2003,Motorcycles,0.2808418723515924,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,Desconocido,Burlingame,CA,94217,USA,Desconocido,Hirano,Juri,Medium
10180,1.3252120825053932,0.8101579745265014,10,0.9782421511607454,2003-11-11,Shipped,4,11,2003,Motorcycles,0.2808418723515924,S24_1578,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Desconocido,Lille,Desconocido,59000,France,EMEA,Rance,Martine,Medium
10188,-1.0362527830157167,0.8101579745265014,2,-0.5528740654954593,2003-11-18,Shipped,4,11,2003,Motorcycles,0.2808418723515924,S24_1578,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Desconocido,Bergen,Desconocido,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10201,0.4011606133884374,0.8101579745265014,3,0.43297534949987904,2003-12-01,Shipped,4,12,2003,Motorcycles,0.2808418723515924,S24_1578,Mini Wheels Co.,6505555787,5557 North Pendale Street,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Murphy,Julie,Medium
10211,-1.0362527830157167,0.322321730368735,15,-0.7058711090734312,2004-01-15,Shipped,1,1,2004,Motorcycles,0.2808418723515924,S24_1578,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Desconocido,Paris,Desconocido,75016,France,EMEA,Perrier,Dominique,Small
10223,-0.31754608481363966,0.3783435754803486,2,-0.3435219795660339,2004-02-20,Shipped,1,2,2004,Motorcycles,0.2808418723515924,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10237,-1.5496147103029148,0.8101579745265014,8,-0.681435024029922,2004-04-05,Shipped,2,4,2004,Motorcycles,0.2808418723515924,S24_1578,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Desconocido,Frick,Michael,Small
10251,-0.9335803975582769,0.8101579745265014,3,-0.4977951298073892,2004-05-18,Shipped,2,5,2004,Motorcycles,0.2808418723515924,S24_1578,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Desconocido,Newark,NJ,94019,USA,Desconocido,Brown,William,Small
10263,0.7091777697607561,0.8101579745265014,3,0.40923976556095093,2004-06-28,Shipped,2,6,2004,Motorcycles,0.2808418723515924,S24_1578,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Desconocido,Bridgewater,CT,97562,USA,Desconocido,King,Julie,Medium
10275,-1.4469423248454751,0.8101579745265014,2,-0.7603038460681282,2004-07-23,Shipped,3,7,2004,Motorcycles,0.2808418723515924,S24_1578,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Small
10285,-0.11220131389876072,0.8101579745265014,7,0.0885080040032102,2004-08-27,Shipped,3,8,2004,Motorcycles,0.2808418723515924,S24_1578,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Desconocido,Cambridge,MA,51247,USA,Desconocido,Hernandez,Marta,Medium
10299,1.222539697047954,0.8101579745265014,10,1.032761772013375,2004-09-30,Shipped,3,9,2004,Motorcycles,0.2808418723515924,S24_1578,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Desconocido,Helsinki,Desconocido,21240,Finland,EMEA,Karttunen,Matti,Medium
10309,-1.4469423248454751,0.8101579745265014,6,-0.4904968857410611,2004-10-15,Shipped,4,10,2004,Motorcycles,0.2808418723515924,S24_1578,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Desconocido,Stavern,Desconocido,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10318,1.3252120825053932,0.8101579745265014,2,1.565750798500158,2004-11-02,Shipped,4,11,2004,Motorcycles,0.2808418723515924,S24_1578,Diecast Classics Inc.,2155551555,7586 Pompton St.,Desconocido,Allentown,PA,70267,USA,Desconocido,Yu,Kyung,Medium
10329,-0.5228908557285186,0.20432881765577904,7,-0.4998477609510439,2004-11-15,Shipped,4,11,2004,Motorcycles,0.2808418723515924,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Small
10339,-0.8309080121008378,0.03626328232093904,10,-0.6925507276041581,2004-11-23,Shipped,4,11,2004,Motorcycles,0.2808418723515924,S24_1578,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Desconocido,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10362,1.5305568534202727,0.6574612639567939,2,0.7016473894327037,2005-01-05,Shipped,1,1,2005,Motorcycles,0.2808418723515924,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,Desconocido,Burlingame,CA,94217,USA,Desconocido,Hirano,Juri,Medium
10374,0.29848822793099766,0.8101579745265014,6,0.34927904310530006,2005-02-02,Shipped,1,2,2005,Motorcycles,0.2808418723515924,S24_1578,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,Desconocido,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10389,1.0171949261330746,0.8101579745265014,1,0.566787351198136,2005-03-03,Shipped,1,3,2005,Motorcycles,0.2808418723515924,S24_1578,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Desconocido,Boras,Desconocido,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10403,1.119867311590515,0.8101579745265014,8,0.941501139737549,2005-04-08,Shipped,2,4,2005,Motorcycles,0.2808418723515924,S24_1578,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Desconocido,Liverpool,Desconocido,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10417,-0.009528928441320991,0.8101579745265014,3,-0.0020847086147599584,2005-05-13,Disputed,2,5,2005,Motorcycles,0.2808418723515924,S24_1578,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10110,-0.6255632411859583,-1.2041496067875286,15,-0.9949065532091798,2003-03-18,Shipped,1,3,2003,Classic Cars,-1.2621839171451985,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10123,1.5305568534202727,-1.1793611797469916,1,-0.304304778191762,2003-05-20,Shipped,2,5,2003,Classic Cars,-1.2621839171451985,S24_1628,Atelier graphique,40.32.2555,"54, rue Royale",Desconocido,Nantes,Desconocido,44000,France,EMEA,Schmitt,Carine,Small
10137,-0.9335803975582769,-1.6781043318025946,1,-1.2265986511094933,2003-07-10,Shipped,3,7,2003,Classic Cars,-1.2621839171451985,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Small
10148,1.222539697047954,-1.3290832790718348,8,-0.47891418143043785,2003-09-11,Shipped,3,9,2003,Classic Cars,-1.2621839171451985,S24_1628,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10161,-1.2415975539305957,-1.5035938054372149,7,-1.2637795120634727,2003-10-17,Shipped,4,10,2003,Classic Cars,-1.2621839171451985,S24_1628,Heintze Collectables,86 21 3555,Smagsloget 45,Desconocido,Aaarhus,Desconocido,8200,Denmark,EMEA,Ibsen,Palle,Small
10172,-0.11220131389876072,-2.0276211530741652,5,-1.1403772825937508,2003-11-05,Shipped,4,11,2003,Classic Cars,-1.2621839171451985,S24_1628,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Desconocido,Bridgewater,CT,97562,USA,Desconocido,King,Julie,Small
10181,-0.11220131389876072,-1.478805378396678,1,-0.9359938672898394,2003-11-12,Shipped,4,11,2003,Classic Cars,-1.2621839171451985,S24_1628,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Desconocido,Bergen,Desconocido,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10192,1.222539697047954,-1.478805378396678,6,-0.5559910238987867,2003-11-20,Shipped,4,11,2003,Classic Cars,-1.2621839171451985,S24_1628,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Desconocido,Nashua,NH,62005,USA,Desconocido,Young,Valarie,Small
10204,1.0171949261330746,-1.6781043318025946,12,-0.7126860616800099,2003-12-02,Shipped,4,12,2003,Classic Cars,-1.2621839171451985,S24_1628,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Desconocido,Young,Jeff,Small
10212,1.0171949261330746,-1.5035938054372149,5,-0.6266710423268573,2004-01-16,Shipped,1,1,2004,Classic Cars,-1.2621839171451985,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10226,0.09314345701611873,-2.0023369574928176,3,-1.0839679378310898,2004-02-26,Shipped,1,2,2004,Classic Cars,-1.2621839171451985,S24_1628,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Desconocido,San Diego,CA,91217,USA,Desconocido,Thompson,Valarie,Small
10241,-1.4469423248454751,-2.1520590568176607,10,-1.470856326963291,2004-04-13,Shipped,2,4,2004,Classic Cars,-1.2621839171451985,S24_1628,Mini Caravy,88.60.1555,"24, place Kluber",Desconocido,Strasbourg,Desconocido,67000,France,EMEA,Citeaux,Frederique,Small
10266,-0.728235626643398,-1.7529653814650163,1,-1.1954616485229415,2004-07-06,Shipped,3,7,2004,Classic Cars,-1.2621839171451985,S24_1628,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Desconocido,Reggio Emilia,Desconocido,42100,Italy,EMEA,Moroni,Maurizio,Small
10278,-0.009528928441320991,-1.902687480789859,1,-1.0692628448760182,2004-08-06,Shipped,3,8,2004,Classic Cars,-1.2621839171451985,S24_1628,Signal Gift Stores,7025551838,8489 Strong St.,Desconocido,Las Vegas,NV,83030,USA,Desconocido,King,Sue,Small
10288,1.5305568534202727,-1.5536664280590993,13,-0.5092963805012009,2004-09-01,Shipped,3,9,2004,Classic Cars,-1.2621839171451985,S24_1628,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Desconocido,69045,Singapore,APAC,Victorino,Wendy,Small
10301,-1.3442699393880353,-1.6032432821401732,3,-1.3167515141966801,2003-10-05,Shipped,4,10,2003,Classic Cars,-1.2621839171451985,S24_1628,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Desconocido,Oslo,Desconocido,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10311,1.0171949261330746,-1.7033885273839424,8,-0.7251484650521997,2004-10-16,Shipped,4,10,2004,Classic Cars,-1.2621839171451985,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10321,1.3252120825053932,-2.0524095801147024,5,-0.8283339068292582,2004-11-04,Shipped,4,11,2004,Classic Cars,-1.2621839171451985,S24_1628,FunGiftIdeas.com,5085552555,1785 First Street,Desconocido,New Bedford,MA,50553,USA,Desconocido,Benitez,Violeta,Small
10332,-1.5496147103029148,0.21325265139037178,5,-0.9745594397296176,2004-11-17,Shipped,4,11,2004,Classic Cars,-1.2621839171451985,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10343,-0.8309080121008378,-2.3523495473051987,6,-1.3989490740419244,2004-11-24,Shipped,4,11,2004,Classic Cars,-1.2621839171451985,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Small
10367,0.29848822793099766,-2.2388185514595396,11,-1.1354031817271164,2005-01-12,Resolved,1,1,2005,Classic Cars,-1.2621839171451985,S24_1628,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Desconocido,Pasadena,CA,90003,USA,Desconocido,Young,Julie,Small
10379,-0.31754608481363966,0.8101579745265014,3,0.22626236075515307,2005-02-10,Shipped,1,2,2005,Classic Cars,-1.2621839171451985,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10407,2.9679702498244267,-2.1520590568176607,10,-0.5310173449843203,2005-04-22,On Hold,2,4,2005,Classic Cars,-1.2621839171451985,S24_1628,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Desconocido,San Jose,CA,94217,USA,Desconocido,Frick,Sue,Small
10420,0.19581584247355846,-1.154572752706455,13,-0.7168999287897351,2005-05-29,In Process,2,5,2005,Classic Cars,-1.2621839171451985,S24_1628,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10106,-0.728235626643398,0.24646914362469136,4,-0.582257100199999,2003-02-17,Shipped,1,2,2003,Planes,0.20617933415013498,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Desconocido,Bergamo,Desconocido,24100,Italy,EMEA,Rovelli,Giovanni,Small
10120,0.4011606133884374,0.8101579745265014,10,0.5960454903568977,2003-04-29,Shipped,2,4,2003,Planes,0.20617933415013498,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10133,0.6065053843033164,0.5176545354481658,5,0.1651938691108629,2003-06-27,Shipped,2,6,2003,Planes,0.20617933415013498,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10145,0.5038329988458771,0.1924303726763215,16,-0.0283942268449383,2003-08-25,Shipped,3,8,2003,Planes,0.20617933415013498,S24_1785,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Desconocido,Pasadena,CA,90003,USA,Desconocido,Young,Julie,Medium
10168,1.4278844679628335,0.8101579745265014,11,1.5638067721789188,2003-10-28,Shipped,4,10,2003,Planes,0.20617933415013498,S24_1785,Technics Stores Inc.,6505556809,9408 Furth Circle,Desconocido,Burlingame,CA,94217,USA,Desconocido,Hirano,Juri,Medium
10210,-0.8309080121008378,0.7348011563232696,9,-0.4859680646463308,2004-01-12,Shipped,1,1,2004,Planes,0.20617933415013498,S24_1785,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Desconocido,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,-0.11220131389876072,0.8101579745265014,11,0.02979623700533866,2004-02-20,Shipped,1,2,2004,Planes,0.20617933415013498,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10235,-1.2415975539305957,0.6262278458857181,5,-0.7272282474014583,2004-04-02,Shipped,2,4,2004,Planes,0.20617933415013498,S24_1785,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Desconocido,Tsawassen,BC,T2F 8M4,Canada,Desconocido,Lincoln,Elizabeth,Small
10250,-0.4202184702710794,0.24646914362469136,6,-0.4378724190395835,2004-05-11,Shipped,2,5,2004,Planes,0.20617933415013498,S24_1785,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Desconocido,San Jose,CA,94217,USA,Desconocido,Frick,Sue,Small
10262,-0.11220131389876072,0.680266616834088,1,-0.1319380645359683,2004-06-24,Cancelled,2,6,2004,Planes,0.20617933415013498,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10275,-1.0362527830157167,0.5721890749373474,11,-0.6374500709516051,2004-07-23,Shipped,3,7,2004,Planes,0.20617933415013498,S24_1785,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Small
10284,-1.3442699393880353,0.8101579745265014,3,-0.6749838975784354,2004-08-21,Shipped,3,8,2004,Planes,0.20617933415013498,S24_1785,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Desconocido,Oslo,Desconocido,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10297,-0.31754608481363966,0.8101579745265014,6,0.2757861597766653,2004-09-16,Shipped,3,9,2004,Planes,0.20617933415013498,S24_1785,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,Desconocido,2,Ireland,EMEA,Cassidy,Dean,Medium
10308,-0.4202184702710794,0.8101579745265014,9,-0.03268411733035457,2004-10-15,Shipped,4,10,2004,Planes,0.20617933415013498,S24_1785,Mini Classics,9145554562,3758 North Pendale Street,Desconocido,White Plains,NY,24067,USA,Desconocido,Frick,Steve,Medium
10316,-1.0362527830157167,0.8101579745265014,1,-0.3701464517812174,2004-11-01,Shipped,4,11,2004,Planes,0.20617933415013498,S24_1785,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Desconocido,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10328,1.222539697047954,0.1924303726763215,14,0.3043600885542088,2004-11-12,Shipped,4,11,2004,Planes,0.20617933415013498,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Desconocido,Bergamo,Desconocido,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10339,-1.4469423248454751,-1.6364597743744924,7,-1.3522598608854592,2004-11-23,Shipped,4,11,2004,Planes,0.20617933415013498,S24_1785,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Desconocido,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10353,-0.728235626643398,-0.5913796903454559,2,-0.8392161100353008,2004-12-04,Shipped,4,12,2004,Planes,0.20617933415013498,S24_1785,Gift Ideas Corp.,2035554407,2440 Pompton St.,Desconocido,Glendale,CT,97561,USA,Desconocido,Lewis,Dan,Small
10374,1.119867311590515,0.5176545354481658,3,0.4206867138435548,2005-02-02,Shipped,1,2,2005,Planes,0.20617933415013498,S24_1785,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,Desconocido,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10386,-0.21487369935619993,-2.079676849859293,11,-1.1824127791097074,2005-03-01,Resolved,1,3,2005,Planes,0.20617933415013498,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10398,0.8118501552181958,0.8101579745265014,16,1.0851092964176927,2005-03-30,Shipped,1,3,2005,Planes,0.20617933415013498,S24_1785,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Medium
10401,0.29848822793099766,0.6262278458857181,5,0.05708862887837815,2005-04-03,On Hold,2,4,2005,Planes,0.20617933415013498,S24_1785,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Desconocido,Newark,NJ,94019,USA,Desconocido,Brown,William,Medium
10416,1.222539697047954,0.24646914362469136,6,0.3321792138159638,2005-05-10,Shipped,2,5,2005,Planes,0.20617933415013498,S24_1785,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Desconocido,Reggio Emilia,Desconocido,42100,Italy,EMEA,Moroni,Maurizio,Medium
10101,1.0171949261330746,-2.600729586251379,3,-1.1674416043397176,2003-01-09,Shipped,1,1,2003,Vintage Cars,-1.685271633620125,S24_1937,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Desconocido,Frankfurt,Desconocido,60528,Germany,EMEA,Keitel,Roland,Small
